Word,TFIDF
ideologically,0.029063672408442195
constantly,0.02892955397248236
extension,0.028798518993747444
hard,-0.014566085153834576
millennials,0.02867042887198388
panic,0.02867042887198388
diversity,0.02867042887198388
pictures,0.028545154146939082
researchers,0.028545154146939082
pages,0.028302574110427414
62,0.02818504890464747
harvard,0.027957027676923027
recall,0.027957027676923027
declare,0.027846349043187044
technical,0.02773777870262889
modest,0.02773777870262889
sharing,0.02773777870262889
tool,0.027631237833532895
liked,0.027526651953494394
doctors,0.027526651953494394
web,0.027526651953494394
baby,0.027526651953494394
fault,0.027526651953494394
impression,0.027423950606632688
photos,0.027126503788037562
content,0.027126503788037562
rely,0.027126503788037562
tries,0.026936493841845256
ex,0.026752614329738165
engagement,0.026752614329738165
likely,0.026606240903970985
exist,0.026574482002934
adults,0.026401748464637914
videos,0.026317305875113516
wonder,0.026317305875113516
newly,0.025991516031723387
regularly,0.025912897260567377
point,0.025861989199055174
lawyers,0.025758840029921327
worker,0.025390985268364866
representative,0.025390985268364866
proof,0.025320179754828864
blamed,0.025320179754828864
comfortable,0.025250243042535498
internet,0.025181154068853243
44,0.024978774091968824
touch,0.024978774091968824
option,0.024978774091968824
solutions,0.02491288005701442
knowledge,0.02484773911323391
acts,0.02478333424106819
existing,0.02465666746068829
factors,0.02465666746068829
theory,0.024532754525290704
necessarily,0.024532754525290704
younger,0.024471793831452794
disagree,0.0244114782364262
opposite,0.0244114782364262
scandal,0.0244114782364262
fine,0.024292728721643318
lots,0.024292728721643318
moral,0.024176402836339386
interested,0.024119118228111823
extreme,0.024062403625439134
material,0.023841025487675617
understanding,0.023524290087081182
reading,0.023524290087081182
want,-0.010471543683681504
liberals,0.02337228719797521
prove,0.023322507226172507
range,0.02312762429261476
christian,0.023032625917849908
minute,0.022939184963831474
paper,0.02280183444922463
happening,0.02280183444922463
communications,0.02280183444922463
entirely,0.022667716013264796
exchange,0.022580025506083845
abc,0.022536681034529882
hurt,0.022408590912766316
project,0.022366525994599984
blame,0.022283316187721523
choose,0.022283316187721523
rich,0.022201303685866113
page,0.02212045452120042
keeping,0.02208045596728951
instance,0.02208045596728951
profile,0.022040736151209855
american,0.02201264500432801
promise,0.021962117380053846
democracy,0.021884568285271674
author,0.021770187780559776
suggests,0.02169518971770546
swing,0.02165805753073515
unlikely,0.021584511083969485
places,0.021511901560118927
looked,0.02144020538785133
positive,0.02144020538785133
individual,0.02126481399427684
available,0.02119614122933121
population,0.021162112647415125
professor,0.021162112647415125
thinks,0.021162112647415125
published,0.02109465895434694
gives,0.020994951970853947
moderate,0.020929436645613066
billion,0.02061270124501863
controversial,0.020551412799215983
attempt,0.020551412799215983
network,0.020490776370520606
mind,0.020401014349400344
break,0.020254482615159285
pointed,0.020168338347598288
fear,0.020168338347598288
directly,0.020139910505420352
increase,0.01999985995734698
offer,0.019972258109017496
quite,0.01983621894160182
clearly,0.01967714525324982
access,0.01967714525324982
60,0.019599242848655586
host,0.01949700207070377
speak,0.019297863194785686
research,0.019273453005265454
service,0.0192249440270105
meet,0.019058341795611305
certain,0.01898840508331794
risk,0.01896528225022131
experience,0.018828481190528018
non,0.01880599685943308
approach,0.01876129254759084
saw,0.01871693613275126
reality,0.018694886702772917
common,-0.028920225362764458
july,0.018500188703610844
longer,0.018478960483388165
follow,0.01833253630720799
just,-0.0057698402805287236
elections,0.018270916566073138
choice,0.018270916566073138
understand,0.018109781579523213
worked,0.01808995627069632
tax,0.018030890762425752
conservatives,0.017838312628956535
local,0.017489425507337796
2014,0.017348683281508435
simply,0.017279594307826173
wasn,0.017093807561121645
using,0.017077214330941753
probably,0.017060669266954948
level,0.017011320295987356
try,0.01696239492656143
personal,0.016818089230443277
half,0.016585413228641217
term,0.016555095228746985
released,0.016555095228746985
small,0.016494938780729048
idea,0.01634726807189409
reason,0.01630370273464575
potential,0.016260467858256744
course,0.01616084386441207
force,0.016146752953548758
needs,0.01606293128788153
known,0.016035262444511745
large,0.015980324471804083
kind,0.015805347290688714
process,0.015739453255734313
monday,0.015546222190190234
having,-0.024362477860824936
center,0.015298367030172682
great,0.015154667724878152
old,0.015049221891527638
deal,0.015037625202804406
set,0.015026052060673457
instead,0.015002976035059274
thing,0.014911594990908314
majority,0.014866448057511552
based,0.014810512667077306
major,0.014645926528949737
working,0.014613572020835243
best,0.014496485782327359
question,0.014269290937661562
report,0.014060557619026779
took,0.014060557619026779
high,0.013963784996608294
little,0.013963784996608294
fact,0.01394462608599348
2016,0.013887532748443001
law,0.013511990376960804
doesn,0.01344151318176488
left,0.013406598704803731
big,0.01315134244581898
americans,0.013093392209826879
says,0.012947027719920309
vote,0.012922994920261768
far,0.012374663899721394
three,0.012360160658966715
election,0.012295348924793894
according,-0.01995221659349511
know,0.011981904440764857
washington,0.011501229081347587
national,0.010994911546318178
don,-0.05341657416083625
say,-0.022368890084604166
way,-0.01920120776013158
year,0.010218160392141136
said,0.007303588157944907
schumer,-0.5286347111715697
comedian,-0.27255191561063674
ads,-0.21801057008004643
budweiser,-0.2117557860766555
thumbs,-0.1817012770737578
negative,-0.16909094705762612
amy,-0.13707094480417112
politics,-0.13453181787913907
comments,-0.12907206507274518
youtube,-0.11224309437096494
adweek,-0.1114240055603219
devalue,-0.1114240055603219
twas,-0.1114240055603219
inclusivity,-0.10587789303832774
bud,-0.1019428635808672
alienated,-0.0924617216014125
ya,-0.08691560907941837
justice,-0.08660636465905044
hypocritical,-0.08582075318566758
twisted,-0.0829805796219578
comedy,-0.0829805796219578
prompting,-0.08215133200613683
beer,-0.0813694965574242
warrior,-0.0813694965574242
900,-0.08062994366638603
unpopular,-0.07992833364715536
ideals,-0.07992833364715536
wildly,-0.07992833364715536
feminist,-0.07992833364715536
laughing,-0.07926096243557863
insult,-0.07862464321580691
humor,-0.07862464321580691
disabled,-0.07801661438154026
featuring,-0.07801661438154026
delete,-0.07801661438154026
attributed,-0.07743446709996367
kills,-0.0763396112062129
traveling,-0.07582338403543006
abortion,-0.07484593999147948
mood,-0.07267019002668214
mix,-0.07227368700331564
attitude,-0.07227368700331564
schedule,-0.07188835457796951
lesson,-0.07114880168693133
hits,-0.07044719166770068
outrage,-0.067124077504688
quarter,-0.06659792046304024
contrast,-0.06634224205597536
promoting,-0.0658447909986634
items,-0.06536479801202479
learning,-0.06513097357432465
sales,-0.06490107914570653
decline,-0.06423370793412979
sorry,-0.06359738871435806
profits,-0.06318904804722744
product,-0.061312356704764044
causes,-0.061312356704764044
represent,-0.06029867847666925
300,-0.05966235925689753
murder,-0.059507799459682896
pull,-0.05935496662371237
compared,-0.058472183141054276
successful,-0.05661011328209507
fox,-0.056486326043451565
figure,-0.0562420624718282
seriously,-0.05612154718548247
warning,-0.05588365603257009
herself,-0.05453715368359372
obvious,-0.05411624673490337
changed,-0.052737400089664925
views,-0.05255129658599102
ahead,-0.05218651772802193
expected,-0.05174381253325894
complete,-0.05049567702342571
supporting,-0.050337543510575934
attention,-0.04906246898195667
currently,-0.04906246898195667
light,-0.0487789687505069
company,-0.04843266173398884
received,-0.0481617935457786
sense,-0.047830581321871034
bring,-0.04652094246837372
play,-0.04611085275750749
men,-0.04560103984077688
truth,-0.044076725327837935
line,-0.043732905518621155
act,-0.04349250571893131
recently,-0.04330318232952522
related,-0.04288654921199469
came,-0.041214807970379345
got,-0.04058399202829832
video,-0.03954556646836682
past,-0.0389173664371256
reported,-0.03881541518366187
told,-0.033892729895079125
public,-0.032890868856933785
president,-0.02967710810584031
years,-0.028673352545221444
two,-0.027966098126134115
time,-0.02472220240644213
